Nave,Eta,Doc.Entrega,Pos.Entrega,VOLUM_ENTREGA,UMV,Material,FPE,FPAN,Status Movimiento de Mcía,Descripcion Material
SEROJA ENAM,2012-11-22,802846490,10,35.364,M3,503587,2012-10-16,2012-11-22,C,MNA L BCO LISO 1C 2440x1220x15/1RA/CO66
CSAV PARIS,2012-11-02,802846491,10,36.92,M3,748863,2012-10-23,2012-11-01,C,MNA L BCO LISO 1C 2440x1220x18/1RA/CO53
CSAV PARIS,2012-11-02,802846492,10,36.92,M3,748863,2012-10-16,2012-10-31,C,MNA L BCO LISO 1C 2440x1220x18/1RA/CO53
CSAV PARIS,2012-11-02,802846493,10,38.311,M3,503596,2012-10-23,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x15/1RA/CO66
CSAV PARIS,2012-11-02,802846495,10,38.311,M3,503596,2012-10-16,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x15/1RA/CO66
CSAV PARIS,2012-11-02,802846495,10,38.311,M3,503596,2012-10-16,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x15/1RA/CO66
CSAV PARIS,2012-11-02,802846497,10,38.311,M3,503596,2012-10-23,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x15/1RA/CO66
CSAV PARIS,2012-11-02,802846507,10,37.96,M3,747757,2012-10-23,2012-11-01,C,TRU LI 2440x1220x9/1RA/CO109
CSAV PARIS,2012-11-02,802846517,10,38.514,M3,747731,2012-10-30,2012-11-01,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846519,10,38.514,M3,747731,2012-10-23,2012-11-01,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846520,10,38.514,M3,747731,2012-10-30,2012-10-30,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846527,10,38.514,M3,747731,2012-10-30,2012-10-28,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846530,10,35.763,M3,747731,2012-10-23,2012-11-01,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846532,10,38.514,M3,747731,2012-10-23,2012-11-01,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846533,10,38.514,M3,747731,2012-10-30,2012-10-30,C,TRU LI 2440x1220x12/1RA/CO77
MSC MADELEINE,2012-11-08,802846547,10,38.262,M3,902306,2012-10-30,2012-11-05,C,TRU LI 2440x1220x17/1RA/CO54
CSAV PARIS,2012-11-02,802846548,10,38.262,M3,902306,2012-10-16,2012-11-01,C,TRU LI 2440x1220x17/1RA/CO54
CSAV PARIS,2012-11-02,802846551,10,37.726,M3,747750,2012-10-23,2012-11-01,C,TRU LI 2440x1220x25/1RA/CO39
CSAV PARIS,2012-11-02,802846555,10,37.726,M3,747750,2012-10-16,2012-11-01,C,TRU LI 2440x1220x25/1RA/CO39
CSAV PARIS,2012-11-02,802846556,10,37.726,M3,747750,2012-10-23,2012-11-01,C,TRU LI 2440x1220x25/1RA/CO39
CSAV PARIS,2012-11-02,802846559,10,37.726,M3,747750,2012-10-16,2012-11-01,C,TRU LI 2440x1220x25/1RA/CO39
CSAV PARIS,2012-11-02,802846569,10,37.506,M3,505154,2012-10-23,2012-11-01,C,TRU LI 2440x1220x30/1RA/CO30
CSAV PARIS,2012-11-02,802846582,10,26.351,M3,747817,2012-10-23,2012-11-01,C,TRU ST 2440x1220x3/1RA/CO227
CSAV PARIS,2012-11-02,802846588,10,26.351,M3,747817,2012-10-23,2012-11-01,C,TRU ST 2440x1220x3/1RA/CO227
CSAV PARIS,2012-11-02,802846594,10,36.92,M3,748863,2012-10-23,2012-11-01,C,MNA L BCO LISO 1C 2440x1220x18/1RA/CO53
SEROJA ENAM,2012-11-22,802846596,10,36.92,M3,748863,2012-10-30,2012-11-22,C,MNA L BCO LISO 1C 2440x1220x18/1RA/CO53
CSAV PARIS,2012-11-02,802846598,10,36.92,M3,748863,2012-10-16,2012-11-01,C,MNA L BCO LISO 1C 2440x1220x18/1RA/CO53
CSAV PARIS,2012-11-02,802846600,10,35.364,M3,503597,2012-10-23,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x18/1RA/CO55
CSAV PARIS,2012-11-02,802846601,10,35.364,M3,503597,2012-10-30,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x18/1RA/CO55
CSAV PARIS,2012-11-02,802846605,10,35.364,M3,503597,2012-10-23,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x18/1RA/CO55
CSAV PARIS,2012-11-02,802846611,10,35.364,M3,503597,2012-10-16,2012-11-02,C,MNA L BCO LISO 2C 2440x1220x18/1RA/CO55
MSC MADELEINE,2012-11-08,802846626,20,38.752,M3,747736,2012-10-23,2012-11-09,C,TRU LI 2440x1220x15/1RA/CO62
MSC MADELEINE,2012-11-08,802846633,10,38.514,M3,747731,2012-10-30,2012-11-08,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846635,10,38.514,M3,747731,2012-10-23,2012-11-01,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846638,10,38.514,M3,747731,2012-10-23,2012-11-01,C,TRU LI 2440x1220x12/1RA/CO77
MSC MADELEINE,2012-11-08,802846639,10,38.514,M3,747731,2012-10-30,2012-11-08,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846646,10,37.609,M3,747745,2012-10-16,2012-10-28,C,TRU LI 2440x1220x18/1RA/CO54
CSAV PARIS,2012-11-02,802846653,10,35.364,M3,505128,2012-10-16,2012-10-28,C,RAN L MNA BCO LS H 2440x1220x18/1RA/CS55
CSAV PARIS,2012-11-02,802846659,10,26.351,M3,747817,2012-10-23,2012-11-01,C,TRU ST 2440x1220x3/1RA/CO227
CSAV PARIS,2012-11-02,802846660,10,26.351,M3,747817,2012-10-30,2012-10-30,C,TRU ST 2440x1220x3/1RA/CO227
CSAV PARIS,2012-11-02,802846664,10,35.364,M3,503596,2012-09-28,2012-11-01,C,MNA L BCO LISO 2C 2440x1220x15/1RA/CO66
CCNI AQUILES,2012-11-14,802846665,10,38.514,M3,747731,2012-10-30,2012-11-08,C,TRU LI 2440x1220x12/1RA/CO77
CSAV PARIS,2012-11-02,802846668,10,38.514,M3,747731,2012-09-28,2012-11-01,C,TRU LI 2440x1220x12/1RA/CO77
MAERSK KELSO,2012-11-06,802846678,10,38.514,M3,747731,2012-10-30,2012-11-08,C,TRU LI 2440x1220x12/1RA/CO77
MAERSK KENDAL,2012-11-26,802847920,10,20.006,M3,502133,2012-12-05,2012-12-12,C,"Ply BC WBP 2440x1220x12 TMP-4"" R"
MAERSK KENDAL,2012-11-26,802847920,20,8.52,M3,905813,2012-12-05,2012-12-12,C,"Ply BC WBP 2440x1220x9 TPP-4""R bar ch ZP"
MAERSK KENDAL,2012-11-26,802847920,30,8.574,M3,690072,2012-12-05,2012-12-12,C,"Ply BC Dec EXT 2440x1220x12 TMP-4"" CF 3Z"
MAERSK KENDAL,2012-11-26,802847920,40,8.679,M3,501719,2012-12-05,2012-12-12,C,Ply AC WBP 2440x1220x18 S2S
MSC ROMANOS,2012-11-09,802850580,10,37.38,M3,505171,2012-10-25,2012-11-07,C,TRU LI 2440x1830x9/1RA/CO62
GREENWICH BRIDGE,2012-11-02,802850581,10,139.296,M3,704027,2012-10-16,2012-10-28,C,Ply Film PSF STD 2440x1220x15 PG Ex
MSC ROMANOS,2012-11-09,802850584,10,37.38,M3,505171,2012-10-25,2012-11-11,C,TRU LI 2440x1830x9/1RA/CO62
GREENWICH BRIDGE,2012-11-02,802850586,10,138.864,M3,703777,2012-10-16,2012-10-28,C,Ply Film PSF STD 2440x1220x18 PG Ex
MSC ROMANOS,2012-11-09,802850595,10,37.38,M3,505171,2012-10-25,2012-11-11,C,TRU LI 2440x1830x9/1RA/CO62
MSC ROMANOS,2012-11-09,802850605,10,37.38,M3,505171,2012-10-25,2012-11-10,C,TRU LI 2440x1830x9/1RA/CO62
MSC GENEVA,2012-11-20,802850619,10,37.65,M3,505165,2012-10-25,2012-11-18,C,TRU LI 2440x1524x9/1RA/CO75
MSC ROMANOS,2012-11-09,802850623,10,27.555,M3,505239,2012-10-25,2012-11-11,C,TRU ST 2440x1830x3/1RA/CO187
MSC KYOTO,2012-11-13,802850626,10,27.555,M3,505239,2012-10-25,2012-11-17,C,TRU ST 2440x1830x3/1RA/CO187
MSC KYOTO,2012-11-13,802850626,10,27.555,M3,505239,2012-10-25,2012-11-17,C,TRU ST 2440x1830x3/1RA/CO187
MSC KYOTO,2012-11-13,802850638,10,27.555,M3,505239,2012-10-25,2012-11-17,C,TRU ST 2440x1830x3/1RA/CO187
MSC KYOTO,2012-11-13,802850641,10,27.555,M3,505239,2012-10-25,2012-11-17,C,TRU ST 2440x1830x3/1RA/CO187
MSC KYOTO,2012-11-13,802850662,10,27.511,M3,747824,2012-10-25,2012-11-17,C,TRU ST 2440x2135x3/1RA/CO160
MSC KYOTO,2012-11-13,802850664,10,17.507,M3,747824,2012-10-25,2012-11-15,C,TRU ST 2440x2135x3/1RA/CO160
MSC KYOTO,2012-11-13,802850664,20,10.004,M3,747826,2012-10-25,2012-11-15,C,TRU ST 2440x2135x4/1RA/CO120
MSC ROMANOS,2012-11-09,802850685,10,24.475,M3,879096,2012-10-25,2012-11-08,C,DUR C 136-BCO NV 2440x1520x3 1RA/CO200
MSC ROMANOS,2012-11-09,802850689,10,37.38,M3,505171,2012-10-25,2012-11-10,C,TRU LI 2440x1830x9/1RA/CO62
MAERSK KELSO,2012-11-06,802850701,10,36.764,M3,747794,2012-10-25,2012-11-05,C,TRU LI 2440x2135x18/1RA/CO28
MAERSK KELSO,2012-11-06,802850710,10,36.106,M3,747798,2012-10-25,2012-11-05,C,TRU LI 2440x2135x9/1RA/CO55
MAERSK KELSO,2012-11-06,802850711,10,36.106,M3,747798,2012-10-25,2012-11-05,C,TRU LI 2440x2135x9/1RA/CO55
E.R.DALLAS,2012-11-19,802850720,10,27.423,M3,747828,2012-10-25,2012-11-18,C,"TRU ST 2440x2135x5,5/1RA/CO87"
MAERSK KELSO,2012-11-06,802850724,20,38.58,M3,940601,2012-10-25,2012-11-05,C,TRU UL 2440x1830x12/1RA/CO60
MAERSK KELSO,2012-11-06,802850727,20,38.58,M3,940601,2012-10-25,2012-11-05,C,TRU UL 2440x1830x12/1RA/CO60
SWAZILAND,2012-11-12,802850734,10,35.63,M3,505344,2012-10-25,2012-11-12,C,TRU UL 2440x1830x15/1RA/CO38
MAERSK KELSO,2012-11-06,802850736,10,36.008,M3,747895,2012-10-25,2012-11-05,C,TRU UL 2440x1830x18/1RA/CO32
CCNI ANGAMOS,2012-11-18,802851677,10,32.484,M3,742821,2012-10-05,2012-11-15,C,TRU ST 2440x1524x28/1RA/CO26
CCNI ANGAMOS,2012-11-18,802851677,10,32.484,M3,742821,2012-10-05,2012-11-15,C,TRU ST 2440x1524x28/1RA/CO26
MSC MADELEINE,2012-11-08,802851683,10,14.6,M3,733145,2012-10-27,2012-11-07,C,TRU LI CARB 2440x1220x9/1RA/NA109
MSC MADELEINE,2012-11-08,802851683,20,8.706,M3,747750,2012-10-27,2012-11-07,C,TRU LI 2440x1220x25/1RA/CO39
MSC MADELEINE,2012-11-08,802851683,30,5.894,M3,503587,2012-10-27,2012-11-07,C,MNA L BCO LISO 1C 2440x1220x15/1RA/CO66
MSC MADELEINE,2012-11-08,802851683,40,2.733,M3,505150,2012-10-27,2012-11-07,C,TRU LI 2440x1220x17/1RA/CS54
MSC MADELEINE,2012-11-08,802851683,50,2.733,M3,902306,2012-10-27,2012-11-07,C,TRU LI 2440x1220x17/1RA/CO54
MSC MADELEINE,2012-11-08,802851683,60,2.027,M3,734607,2012-10-27,2012-11-07,C,TRU ST E1 2440x1220x3/1RA/CO227
CSAV PARIS,2012-11-02,802854261,10,49.334,M3,529982,2012-11-11,2012-11-01,C,Ply CpD WBP 2440x1220x15 S2S PR
GEORGE WASHINGTON BR,2012-11-09,802854284,10,49.334,M3,529982,2012-11-04,2012-11-08,C,Ply CpD WBP 2440x1220x15 S2S PR
MSC MADELEINE,2012-11-08,802854286,10,46.432,M3,529982,2012-11-11,2012-11-10,C,Ply CpD WBP 2440x1220x15 S2S PR
CSAV PARIS,2012-11-02,802854290,10,46.432,M3,502677,2012-11-11,2012-10-30,C,Ply CD WBP 2440x1220x15 US PA Ex
CSAV PARIS,2012-11-02,802854299,10,46.432,M3,502677,2012-11-11,2012-10-30,C,Ply CD WBP 2440x1220x15 US PA Ex
SEROJA ENAM,2012-11-22,802854322,10,46.288,M3,502390,2012-10-21,2012-11-15,C,Ply BCp WBP 2440x1220x9 S2S
CSAV PARIS,2012-11-02,802854325,10,45.728,M3,502373,2012-11-11,2012-11-01,C,Ply BCp WBP 2440x1220x12 S2S
GREENWICH BRIDGE,2012-11-02,802854337,10,45.728,M3,502373,2012-11-04,2012-11-01,C,Ply BCp WBP 2440x1220x12 S2S
MSC MADELEINE,2012-11-08,802854338,10,45.728,M3,502373,2012-11-11,2012-11-13,C,Ply BCp WBP 2440x1220x12 S2S
CSAV PARIS,2012-11-02,802854350,10,45.728,M3,684684,2012-11-11,2012-10-30,C,Ply CpD WBP 2440x1220x12 S2S PR
CSAV PARIS,2012-11-02,802854362,10,46.432,M3,502677,2012-11-11,2012-10-30,C,Ply CD WBP 2440x1220x15 US PA Ex
CSAV PARIS,2012-11-02,802854823,10,46.288,M3,501759,2012-11-08,2012-10-28,C,Ply AnAn EXT 2440x1220x18 S2S
SEROJA ENAM,2012-11-22,802854827,10,44.928,M3,502889,2012-11-30,2012-11-20,C,Ply CpD WBP 2400x1200x15 S2S
GREENWICH BRIDGE,2012-11-02,802857726,1,2.709,M3,501694,2012-11-04,2012-11-04,C,"Ply AC EXT 2440x1220x6,5 S2S bar"
GREENWICH BRIDGE,2012-11-02,802857726,2,17.148,M3,501663,2012-11-04,2012-11-04,C,Ply AC EXT 2440x1220x12 S2S bar
GREENWICH BRIDGE,2012-11-02,802857726,3,2.902,M3,501671,2012-11-04,2012-11-04,C,Ply AC EXT 2440x1220x15 S2S bar
GREENWICH BRIDGE,2012-11-02,802857726,4,23.144,M3,501681,2012-11-04,2012-11-04,C,Ply AC EXT 2440x1220x18 S2S bar
MSC MADELEINE,2012-11-08,802857768,10,44.642,M3,900534,2012-10-24,2012-11-08,C,Ply BC WBP 2400x1200x19 S2S G&G-T F8 ch
CSAV PARIS,2012-11-02,802857771,10,21.568,M3,900529,2012-10-24,2012-10-28,C,Ply BC WBP 2400x1200x18 S2S G&G-T F8 ch
CSAV PARIS,2012-11-02,802857771,20,23.958,M3,900533,2012-10-24,2012-10-28,C,Ply BC WBP 2400x1200x21 S2S G&G-T F8 ch
CCNI AQUILES,2012-11-14,802858469,10,50.008,M3,748205,2012-12-15,2012-11-08,C,CHO LISO 2440x1220x3/A2/ER100
NYK AQUARIUS,2012-11-24,802859861,10,103.752,M3,878911,2012-11-02,2012-11-22,C,TRU LI E1 2440x820x15/1RA/CO48
CSAV PARIS,2012-11-02,802859865,20,103.752,M3,878911,2012-11-02,2012-10-30,C,TRU LI E1 2440x820x15/1RA/CO48
E.R.DALLAS,2012-11-19,802860314,10,43.136,M3,764452,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x18 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860315,10,43.136,M3,764452,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x18 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860317,10,43.136,M3,764452,2012-11-27,2012-11-17,C,Ply BC WBP 2400x1200x18 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860318,10,43.136,M3,764452,2012-11-27,2012-11-17,C,Ply BC WBP 2400x1200x18 S2S F8 FA ch
MAERSK KELSO,2012-11-06,802860329,10,33.588,M3,502076,2012-11-18,2012-11-06,C,Ply BC WBP 2400x1200x18 S2S
MAERSK KELSO,2012-11-06,802860329,20,11.572,M3,501759,2012-11-18,2012-11-06,C,Ply AnAn EXT 2440x1220x18 S2S
MSC MADELEINE,2012-11-08,802860330,10,27.65,M3,502062,2012-11-17,2012-11-07,C,Ply BC WBP 2400x1200x12 S2S
MSC MADELEINE,2012-11-08,802860330,20,16.416,M3,764448,2012-11-17,2012-11-07,C,Ply BC WBP 2400x1200x25 S2S F8 FA ch
MSC MADELEINE,2012-11-08,802860331,10,44.24,M3,502888,2012-11-22,2012-11-10,C,Ply CpD WBP 2400x1200x12 S2S
E.R.DALLAS,2012-11-19,802860332,10,43.136,M3,764457,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x12 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860333,10,43.136,M3,764457,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x12 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860334,10,16.068,M3,764455,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x15 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860334,20,16.176,M3,764452,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x18 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860334,30,10.944,M3,764448,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x25 S2S F8 FA ch
E.R.DALLAS,2012-11-19,802860336,10,43.136,M3,764452,2012-11-29,2012-11-19,C,Ply BC WBP 2400x1200x18 S2S F8 FA ch
GREENWICH BRIDGE,2012-11-02,802861004,10,23.584,M3,715945,2012-10-26,2012-11-01,C,"Ply BC Deco EXT 2440x1220x9 VG-4"" ch #40"
GREENWICH BRIDGE,2012-11-02,802861004,20,22.864,M3,502226,2012-10-26,2012-11-01,C,Ply BC WBP 2440x1220x30 S2S
GREENWICH BRIDGE,2012-11-02,802861004,30,46.432,M3,502152,2012-10-26,2012-11-01,C,Ply BC WBP 2440x1220x15 S2S
NYK AQUARIUS,2012-11-24,802861040,10,45.728,M3,502123,2012-11-15,2012-11-15,C,Ply BC WBP 2440x1220x12 S2S
NYK AQUARIUS,2012-11-24,802861040,20,139.296,M3,502152,2012-11-15,2012-11-15,C,Ply BC WBP 2440x1220x15 S2S
CSAV PARIS,2012-11-02,802861467,10,26.79,M3,747742,2012-10-27,2012-11-01,C,TRU LI 2440x1220x18/1RA/CO50
CSAV PARIS,2012-11-02,802861467,10,26.79,M3,747742,2012-10-27,2012-11-01,C,TRU LI 2440x1220x18/1RA/CO50
CSAV PARIS,2012-11-02,802861467,20,7.629,M3,747766,2012-10-27,2012-11-01,C,TRU LI 2440x1524x18/1RA/CO38
CSAV PARIS,2012-11-02,802861467,30,2.027,M3,922208,2012-10-27,2012-11-01,C,TRU ST CARB II 2440x1220x3/1RA/CO227
SEROJA ENAM,2012-11-22,802865153,10,76.272,M3,747732,2012-11-17,2012-11-17,C,TRU LI 2440x1220x15/1RA/CO61
SEROJA ENAM,2012-11-22,802865153,10,76.272,M3,747732,2012-11-17,2012-11-17,C,TRU LI 2440x1220x15/1RA/CO61
MAERSK KENDAL,2012-11-26,802865315,10,18.27,M3,505231,2012-11-02,2012-11-26,C,"TRU ST 2440x1220x5,5/1RA/CO124"
MAERSK KENDAL,2012-11-26,802865315,20,48.87,M3,747704,2012-11-02,2012-11-26,C,TRU LI 2440x1220x12/1RA/CO76
MAERSK KENDAL,2012-11-26,802865315,30,13.395,M3,747742,2012-11-02,2012-11-26,C,TRU LI 2440x1220x18/1RA/CO50
MAERSK KENDAL,2012-11-26,802865315,40,7.476,M3,505171,2012-11-02,2012-11-26,C,TRU LI 2440x1830x9/1RA/CO62
MAERSK KENDAL,2012-11-26,802865315,70,17.682,M3,503604,2012-11-02,2012-11-26,C,MNA L BCO SOFT 1C 2440x1220x18/CO55
MAERSK KENDAL,2012-11-26,802865315,80,29.47,M3,503609,2012-11-02,2012-11-26,C,MNA L BCO SOFT 2C 2440x1220x15/1RA/CO66
MAERSK KENDAL,2012-11-26,802865315,90,19.184,M3,503665,2012-11-02,2012-11-26,C,MNA U BCO SOFT 2C 2440x1524x15/1RA/CO43
MAERSK KENDAL,2012-11-26,802865315,100,2.947,M3,503603,2012-11-02,2012-11-26,C,MNA L BCO SOFT 1C 2440x1220x15/1RA/CO66
MAERSK KENDAL,2012-11-26,802865315,130,15.732,M3,939514,2012-11-02,2012-11-26,C,TRU UL CARB II 2440x1524x15/1RA/CO47
MAERSK KENDAL,2012-11-26,802865315,140,2.61,M3,803799,2012-11-02,2012-11-26,C,TRU UL CARB II 2440x1524x18/1RA/CO39
MAERSK KENDAL,2012-11-26,802865315,150,5.22,M3,505336,2012-11-02,2012-11-26,C,TRU UL 2440x1524x18/1RA/CO39
MAERSK KENDAL,2012-11-26,802865315,160,2.41,M3,503658,2012-11-02,2012-11-26,C,MNA U BCO SOFT 1C 2440x1524x18/1RA/CO36
MSC ROMANOS,2012-11-09,802865337,10,37.884,M3,921135,2012-11-01,2012-11-07,C,MDP 2500x1830x15/1/C46
MSC ROMANOS,2012-11-09,802865339,10,37.884,M3,921135,2012-10-25,2012-11-07,C,MDP 2500x1830x15/1/C46
MSC ROMANOS,2012-11-09,802865340,10,37.884,M3,921135,2012-10-25,2012-11-07,C,MDP 2500x1830x15/1/C46
E.R.DALLAS,2012-11-19,802865623,10,46.288,M3,503133,2012-10-09,2012-11-22,C,Ply Rech Soplado 2440x1220x18
MAERSK KENDAL,2012-11-26,802865629,10,34.296,M3,503131,2012-10-09,2012-11-22,C,Ply Rech Soplado 2440x1220x12
MAERSK KENDAL,2012-11-26,802865629,20,5.752,M3,503135,2012-10-09,2012-11-22,C,Ply Rech Soplado 2440x1220x21
MAERSK KENDAL,2012-11-26,802865629,30,2.893,M3,503133,2012-10-09,2012-11-22,C,Ply Rech Soplado 2440x1220x18
MAERSK KENDAL,2012-11-26,802865629,40,2.893,M3,502964,2012-10-09,2012-11-22,C,Ply MU WBP 2440x1220x9 S2S Ex
E.R.DALLAS,2012-11-19,802865634,10,23.008,M3,735729,2012-10-09,2012-11-19,C,Ply Rech Mix 2440x1220x21 PSE
E.R.DALLAS,2012-11-19,802865634,20,19.593,M3,502928,2012-10-09,2012-11-19,C,Ply MU WBP 2400x1200x18 S2S Ex
E.R.DALLAS,2012-11-19,802865634,30,2.902,M3,503132,2012-10-09,2012-11-19,C,Ply Rech Soplado 2440x1220x15
MSC GENEVA,2012-11-20,802866979,1,44.205,M3,803808,2012-12-01,2012-11-21,C,TRU UL CARB II 2440x1220x18/1RA/CO55
MSC GENEVA,2012-11-20,802866979,1,44.205,M3,803808,2012-12-01,2012-11-21,C,TRU UL CARB II 2440x1220x18/1RA/CO55
MSC ANS,2012-11-02,802869529,10,46.288,M3,501696,2012-11-02,2012-11-01,C,Ply AC EXT 2440x1220x9 S2S
MSC ANS,2012-11-02,802869539,10,44.928,M3,502789,2012-11-02,2012-11-02,C,Ply CpC WBP 2400x1200x15 S2S T&G-M
MSC ANS,2012-11-02,802869542,10,44.784,M3,502791,2012-11-02,2012-11-01,C,Ply CpC WBP 2400x1200x18 S2S T&G-M
MSC ANS,2012-11-02,802869543,10,44.928,M3,502789,2012-11-02,2012-11-01,C,Ply CpC WBP 2400x1200x15 S2S T&G-M
MSC ANS,2012-11-02,802870026,10,44.928,M3,502789,2012-11-05,2012-11-01,C,Ply CpC WBP 2400x1200x15 S2S T&G-M
MSC ANS,2012-11-02,802870027,10,44.784,M3,502791,2012-11-05,2012-11-01,C,Ply CpC WBP 2400x1200x18 S2S T&G-M
CAP MORETON,2012-11-28,802870270,10,8.895,M3,503608,2012-11-01,2012-11-20,C,MNA L BCO SOFT 2C 2440x1220x12/1RA/CO83
CAP MORETON,2012-11-28,802870270,20,26.523,M3,503609,2012-11-01,2012-11-20,C,MNA L BCO SOFT 2C 2440x1220x15/1RA/CO66
CAP MORETON,2012-11-28,802870273,10,32.615,M3,503608,2012-11-22,2012-11-22,C,MNA L BCO SOFT 2C 2440x1220x12/1RA/CO83
CAP MORETON,2012-11-28,802870273,10,32.615,M3,503608,2012-11-22,2012-11-22,C,MNA L BCO SOFT 2C 2440x1220x12/1RA/CO83
CAP MORETON,2012-11-28,802870273,20,73.675,M3,503609,2012-11-22,2012-11-22,C,MNA L BCO SOFT 2C 2440x1220x15/1RA/CO66
CAP MORETON,2012-11-28,802870273,20,73.675,M3,503609,2012-11-22,2012-11-22,C,MNA L BCO SOFT 2C 2440x1220x15/1RA/CO66
CAP MORETON,2012-11-28,802870319,10,214.32,M3,501928,2012-11-30,2012-11-29,C,Ply BC Deco UL 2440x1220x18 US V
MSC ANS,2012-11-02,802870408,10,44.24,M3,903676,2012-11-05,2012-11-01,C,Ply CpC WBP 2400x1200x12 S2S P30 EAN
MSC ANS,2012-11-02,802870411,10,44.24,M3,903676,2012-11-05,2012-11-01,C,Ply CpC WBP 2400x1200x12 S2S P30 EAN
MSC ANS,2012-11-02,802870417,10,44.24,M3,903676,2012-11-05,2012-11-01,C,Ply CpC WBP 2400x1200x12 S2S P30 EAN
MSC ANS,2012-11-02,802870420,10,44.24,M3,903676,2012-11-05,2012-11-01,C,Ply CpC WBP 2400x1200x12 S2S P30 EAN
MSC ANS,2012-11-02,802870423,10,44.24,M3,903676,2012-11-05,2012-11-01,C,Ply CpC WBP 2400x1200x12 S2S P30 EAN
MSC ROMANOS,2012-11-09,802871914,10,77.16,M3,940601,2012-10-25,2012-11-10,C,TRU UL 2440x1830x12/1RA/CO60
MSC ROMANOS,2012-11-09,802871914,10,77.16,M3,940601,2012-10-25,2012-11-10,C,TRU UL 2440x1830x12/1RA/CO60
MSC ROMANOS,2012-11-09,802872112,1,8.574,M3,501663,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x12 S2S bar
MSC ROMANOS,2012-11-09,802872112,2,5.418,M3,501694,2012-10-31,2012-11-08,C,"Ply AC EXT 2440x1220x6,5 S2S bar"
MSC ROMANOS,2012-11-09,802872112,3,14.465,M3,501681,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x18 S2S bar
MSC ROMANOS,2012-11-09,802872112,4,8.679,M3,501697,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x9 S2S bar
MSC ROMANOS,2012-11-09,802872112,5,8.706,M3,501671,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x15 S2S bar
MSC ROMANOS,2012-11-09,802872139,1,8.574,M3,501663,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x12 S2S bar
MSC ROMANOS,2012-11-09,802872139,2,13.545,M3,501694,2012-10-31,2012-11-08,C,"Ply AC EXT 2440x1220x6,5 S2S bar"
MSC ROMANOS,2012-11-09,802872139,3,11.572,M3,501681,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x18 S2S bar
MSC ROMANOS,2012-11-09,802872139,4,5.786,M3,501697,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x9 S2S bar
MSC ROMANOS,2012-11-09,802872139,5,5.804,M3,501671,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x15 S2S bar
MSC ROMANOS,2012-11-09,802872151,1,17.148,M3,501663,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x12 S2S bar
MSC ROMANOS,2012-11-09,802872151,2,14.51,M3,501671,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x15 S2S bar
MSC ROMANOS,2012-11-09,802872151,3,14.465,M3,501681,2012-10-31,2012-11-08,C,Ply AC EXT 2440x1220x18 S2S bar
CSAV PARIS,2012-11-02,802872480,10,7.476,M3,505171,2012-10-20,2012-11-01,C,TRU LI 2440x1830x9/1RA/CO62
CSAV PARIS,2012-11-02,802872480,20,7.395,M3,505166,2012-10-20,2012-11-01,C,TRU LI 2440x1830x12/1RA/CO46
